Code,Area,Year,,Year_adj,Sex,FSM,Pupils,Attainment8,Progress8
E09000003,Barnet,2017/18,2017,2017,Girls ,All other Pupils,1614,61,0.89
E09000003,Barnet,2017/18,2017,2017,Boys,All Pupils,1978,53.1,0.33
E09000003,Barnet,2017/18,2017,2017,Girls ,All Pupils,1832,59.1,0.83
E09000003,Barnet,2017/18,2017,2017,All,All Pupils ,3810,56,0.57
E09000003,Barnet,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,487,42.2,0.09
E09000003,Barnet,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,269,39.5,-0.14
E09000003,Barnet,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,218,45.5,0.38
E09000004,Bexley,2017/18,2017,2017,All,All other Pupils,2737,51.2,-0.04
E09000004,Bexley,2017/18,2017,2017,Boys,All other Pupils,1370,48.3,-0.27
E09000004,Bexley,2017/18,2017,2017,Girls ,All other Pupils,1367,54.1,0.19
E09000004,Bexley,2017/18,2017,2017,Boys,All Pupils,1508,46.9,-0.33
E09000004,Bexley,2017/18,2017,2017,Girls ,All Pupils,1524,52.3,0.12
E09000004,Bexley,2017/18,2017,2017,All,All Pupils ,3032,49.6,-0.1
E09000004,Bexley,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,295,34.8,-0.67
E09000004,Bexley,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,138,32.7,-0.94
E09000004,Bexley,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,157,36.7,-0.45
E09000005,Brent,2017/18,2017,2017,All,All other Pupils,2518,51,0.61
E09000005,Brent,2017/18,2017,2017,Boys,All other Pupils,1303,48.8,0.42
E09000005,Brent,2017/18,2017,2017,Girls ,All other Pupils,1215,53.4,0.82
E09000005,Brent,2017/18,2017,2017,Boys,All Pupils,1480,47.7,0.34
E09000005,Brent,2017/18,2017,2017,Girls ,All Pupils,1378,52.2,0.75
E09000005,Brent,2017/18,2017,2017,All,All Pupils ,2858,49.9,0.54
E09000005,Brent,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,340,41.5,0.02
E09000005,Brent,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,177,39.8,-0.18
E09000005,Brent,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,163,43.3,0.24
E09000006,Bromley,2017/18,2017,2017,All,All other Pupils,2991,51.4,0.08
E09000006,Bromley,2017/18,2017,2017,Boys,All other Pupils,1494,47.9,-0.18
E09000006,Bromley,2017/18,2017,2017,Girls ,All other Pupils,1497,54.9,0.34
E09000006,Bromley,2017/18,2017,2017,Boys,All Pupils,1614,46.6,-0.24
E09000006,Bromley,2017/18,2017,2017,Girls ,All Pupils,1600,53.9,0.31
E09000006,Bromley,2017/18,2017,2017,All,All Pupils ,3214,50.3,0.03
E09000006,Bromley,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,223,34.9,-0.58
E09000006,Bromley,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,120,30.2,-0.93
E09000006,Bromley,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,103,40.4,-0.19
E09000007,Camden,2017/18,2017,2017,All,All other Pupils,1132,51,0.2
E09000007,Camden,2017/18,2017,2017,Boys,All other Pupils,467,44.5,-0.25
E09000007,Camden,2017/18,2017,2017,Girls ,All other Pupils,665,55.5,0.51
E09000007,Camden,2017/18,2017,2017,Boys,All Pupils,649,42,-0.37
E09000007,Camden,2017/18,2017,2017,Girls ,All Pupils,884,52.4,0.39
E09000007,Camden,2017/18,2017,2017,All,All Pupils ,1533,48,0.07
E09000007,Camden,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,401,39.7,-0.29
E09000007,Camden,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,182,35.7,-0.67
E09000007,Camden,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,219,43,0.03
E09000001,City of London,2017/18,2017,2017,All,All other Pupils,0,.,.
E09000001,City of London,2017/18,2017,2017,Boys,All other Pupils,0,.,.
E09000001,City of London,2017/18,2017,2017,Girls ,All other Pupils,0,.,.
E09000001,City of London,2017/18,2017,2017,Boys,All Pupils,0,.,.
E09000001,City of London,2017/18,2017,2017,Girls ,All Pupils,0,.,.
E09000001,City of London,2017/18,2017,2017,All,All Pupils ,0,.,.
E09000001,City of London,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,0,.,.
E09000001,City of London,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,0,.,.
E09000001,City of London,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,0,.,.
E09000008,Croydon,2017/18,2017,2017,All,All other Pupils,2893,47.5,0.15
E09000008,Croydon,2017/18,2017,2017,Boys,All other Pupils,1409,44.4,-0.06
E09000008,Croydon,2017/18,2017,2017,Girls ,All other Pupils,1484,50.4,0.35
E09000008,Croydon,2017/18,2017,2017,Boys,All Pupils,1669,42.4,-0.15
E09000008,Croydon,2017/18,2017,2017,Girls ,All Pupils,1783,49,0.27
E09000008,Croydon,2017/18,2017,2017,All,All Pupils ,3452,45.8,0.07
E09000008,Croydon,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,559,37.3,-0.34
E09000008,Croydon,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,260,32.1,-0.61
E09000008,Croydon,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,299,41.9,-0.1
E09000009,Ealing,2017/18,2017,2017,All,All other Pupils,2432,51.3,0.61
E09000009,Ealing,2017/18,2017,2017,Boys,All other Pupils,1198,48.3,0.36
E09000009,Ealing,2017/18,2017,2017,Girls ,All other Pupils,1234,54.2,0.86
E09000009,Ealing,2017/18,2017,2017,Boys,All Pupils,1393,47.2,0.29
E09000009,Ealing,2017/18,2017,2017,Girls ,All Pupils,1460,52.6,0.76
E09000009,Ealing,2017/18,2017,2017,All,All Pupils ,2853,50,0.53
E09000009,Ealing,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,421,42.4,0.09
E09000009,Ealing,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,195,40.2,-0.12
E09000009,Ealing,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,226,44.4,0.27
E09000010,Enfield,2017/18,2017,2017,All,All other Pupils,2860,48,0.16
E09000010,Enfield,2017/18,2017,2017,Boys,All other Pupils,1460,44.9,-0.13
E09000010,Enfield,2017/18,2017,2017,Girls ,All other Pupils,1400,51.2,0.46
E09000010,Enfield,2017/18,2017,2017,Boys,All Pupils,1745,43.2,-0.21
E09000010,Enfield,2017/18,2017,2017,Girls ,All Pupils,1669,49.5,0.39
E09000010,Enfield,2017/18,2017,2017,All,All Pupils ,3414,46.3,0.08
E09000010,Enfield,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,554,37.3,-0.28
E09000010,Enfield,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,285,34,-0.59
E09000010,Enfield,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,269,40.8,0.06
E09000011,Greenwich,2017/18,2017,2017,All,All other Pupils,1895,46,-0.11
E09000011,Greenwich,2017/18,2017,2017,Boys,All other Pupils,970,43.4,-0.27
E09000011,Greenwich,2017/18,2017,2017,Girls ,All other Pupils,925,48.7,0.05
E09000011,Greenwich,2017/18,2017,2017,Boys,All Pupils,1151,42,-0.34
E09000011,Greenwich,2017/18,2017,2017,Girls ,All Pupils,1118,47.1,-0.02
E09000011,Greenwich,2017/18,2017,2017,All,All Pupils ,2269,44.5,-0.18
E09000011,Greenwich,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,374,37.1,-0.54
E09000011,Greenwich,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,181,34.2,-0.71
E09000011,Greenwich,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,193,39.9,-0.38
E09000012,Hackney,2017/18,2017,2017,All,All other Pupils,1405,51.5,0.4
E09000012,Hackney,2017/18,2017,2017,Boys,All other Pupils,621,47.8,0.06
E09000012,Hackney,2017/18,2017,2017,Girls ,All other Pupils,784,54.5,0.67
E09000012,Hackney,2017/18,2017,2017,Boys,All Pupils,908,45.3,-0.02
E09000012,Hackney,2017/18,2017,2017,Girls ,All Pupils,1150,51.9,0.57
E09000012,Hackney,2017/18,2017,2017,All,All Pupils ,2058,49,0.31
E09000012,Hackney,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,653,43.5,0.13
E09000012,Hackney,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,287,39.8,-0.18
E09000012,Hackney,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,366,46.4,0.38
E09000013,Hammersmith and Fulham,2017/18,2017,2017,All,All other Pupils,1023,55.5,0.45
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Boys,All other Pupils,490,52.2,0.22
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Girls ,All other Pupils,533,58.6,0.67
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Boys,All Pupils,638,48.9,0.06
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Girls ,All Pupils,653,56.7,0.62
E09000013,Hammersmith and Fulham,2017/18,2017,2017,All,All Pupils ,1291,52.9,0.34
E09000013,Hammersmith and Fulham,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,268,42.7,-0.07
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,148,38.2,-0.45
E09000013,Hammersmith and Fulham,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,120,48.3,0.4
E09000014,Haringey,2017/18,2017,2017,All,All other Pupils,1621,48.1,0.26
E09000014,Haringey,2017/18,2017,2017,Boys,All other Pupils,796,45.4,0.06
E09000014,Haringey,2017/18,2017,2017,Girls ,All other Pupils,825,50.7,0.45
E09000014,Haringey,2017/18,2017,2017,Boys,All Pupils,1094,43.5,-0.07
E09000014,Haringey,2017/18,2017,2017,Girls ,All Pupils,1096,49.1,0.39
E09000014,Haringey,2017/18,2017,2017,All,All Pupils ,2190,46.3,0.16
E09000014,Haringey,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,569,41.1,-0.1
E09000014,Haringey,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,298,38.2,-0.4
E09000014,Haringey,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,271,44.3,0.22
E09000015,Harrow,2017/18,2017,2017,All,All other Pupils,1819,51.8,0.51
E09000015,Harrow,2017/18,2017,2017,Boys,All other Pupils,881,49,0.29
E09000015,Harrow,2017/18,2017,2017,Girls ,All other Pupils,938,54.4,0.7
E09000015,Harrow,2017/18,2017,2017,Boys,All Pupils,996,47.7,0.22
E09000015,Harrow,2017/18,2017,2017,Girls ,All Pupils,1048,53.4,0.67
E09000015,Harrow,2017/18,2017,2017,All,All Pupils ,2044,50.7,0.45
E09000015,Harrow,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,225,41.5,0.05
E09000015,Harrow,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,115,38.1,-0.26
E09000015,Harrow,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,110,45.1,0.38
E09000016,Havering,2017/18,2017,2017,All,All other Pupils,2522,48.2,-0.03
E09000016,Havering,2017/18,2017,2017,Boys,All other Pupils,1321,46.4,-0.17
E09000016,Havering,2017/18,2017,2017,Girls ,All other Pupils,1201,50.3,0.13
E09000016,Havering,2017/18,2017,2017,Boys,All Pupils,1440,45,-0.23
E09000016,Havering,2017/18,2017,2017,Girls ,All Pupils,1334,48.9,0.07
E09000016,Havering,2017/18,2017,2017,All,All Pupils ,2774,46.9,-0.09
E09000016,Havering,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,252,33.6,-0.67
E09000016,Havering,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,119,29.9,-0.9
E09000016,Havering,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,133,37,-0.46
E09000017,Hillingdon,2017/18,2017,2017,All,All other Pupils,2690,49.1,0.2
E09000017,Hillingdon,2017/18,2017,2017,Boys,All other Pupils,1393,46.7,-0.02
E09000017,Hillingdon,2017/18,2017,2017,Girls ,All other Pupils,1297,51.7,0.43
E09000017,Hillingdon,2017/18,2017,2017,Boys,All Pupils,1572,45.3,-0.08
E09000017,Hillingdon,2017/18,2017,2017,Girls ,All Pupils,1492,50.5,0.38
E09000017,Hillingdon,2017/18,2017,2017,All,All Pupils ,3064,47.8,0.15
E09000017,Hillingdon,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,374,38.3,-0.25
E09000017,Hillingdon,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,179,34,-0.56
E09000017,Hillingdon,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,195,42.3,0.02
E09000018,Hounslow,2017/18,2017,2017,All,All other Pupils,2303,50.3,0.48
E09000018,Hounslow,2017/18,2017,2017,Boys,All other Pupils,1191,47.3,0.26
E09000018,Hounslow,2017/18,2017,2017,Girls ,All other Pupils,1112,53.6,0.72
E09000018,Hounslow,2017/18,2017,2017,Boys,All Pupils,1369,46.5,0.21
E09000018,Hounslow,2017/18,2017,2017,Girls ,All Pupils,1297,52.4,0.65
E09000018,Hounslow,2017/18,2017,2017,All,All Pupils ,2666,49.4,0.43
E09000018,Hounslow,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,363,43.1,0.12
E09000018,Hounslow,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,178,40.9,-0.07
E09000018,Hounslow,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,185,45.3,0.3
E09000019,Islington,2017/18,2017,2017,All,All other Pupils,946,49.6,0.29
E09000019,Islington,2017/18,2017,2017,Boys,All other Pupils,515,47.8,0.19
E09000019,Islington,2017/18,2017,2017,Girls ,All other Pupils,431,51.7,0.43
E09000019,Islington,2017/18,2017,2017,Boys,All Pupils,746,44.9,0.05
E09000019,Islington,2017/18,2017,2017,Girls ,All Pupils,658,47.9,0.26
E09000019,Islington,2017/18,2017,2017,All,All Pupils ,1404,46.3,0.15
E09000019,Islington,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,458,39.7,-0.14
E09000019,Islington,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,231,38.5,-0.24
E09000019,Islington,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,227,40.9,-0.03
E09000020,Kensington and Chelsea,2017/18,2017,2017,All,All other Pupils,594,53.2,0.22
E09000020,Kensington and Chelsea,2017/18,2017,2017,Boys,All other Pupils,340,54.2,0.23
E09000020,Kensington and Chelsea,2017/18,2017,2017,Girls ,All other Pupils,254,51.8,0.22
E09000020,Kensington and Chelsea,2017/18,2017,2017,Boys,All Pupils,405,52.3,0.09
E09000020,Kensington and Chelsea,2017/18,2017,2017,Girls ,All Pupils,313,50.6,0.13
E09000020,Kensington and Chelsea,2017/18,2017,2017,All,All Pupils ,718,51.6,0.11
E09000020,Kensington and Chelsea,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,124,43.8,-0.41
E09000020,Kensington and Chelsea,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,65,42.3,-0.59
E09000020,Kensington and Chelsea,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,59,45.4,-0.2
E09000021,Kingston upon Thames,2017/18,2017,2017,All,All other Pupils,1421,59,0.56
E09000021,Kingston upon Thames,2017/18,2017,2017,Boys,All other Pupils,671,56.4,0.38
E09000021,Kingston upon Thames,2017/18,2017,2017,Girls ,All other Pupils,750,61.2,0.73
E09000021,Kingston upon Thames,2017/18,2017,2017,Boys,All Pupils,720,54.7,0.33
E09000021,Kingston upon Thames,2017/18,2017,2017,Girls ,All Pupils,795,60.5,0.71
E09000021,Kingston upon Thames,2017/18,2017,2017,All,All Pupils ,1515,57.8,0.53
E09000021,Kingston upon Thames,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,94,39.9,-0.01
E09000021,Kingston upon Thames,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,49,31.7,-0.37
E09000021,Kingston upon Thames,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,45,48.9,0.35
E09000022,Lambeth,2017/18,2017,2017,All,All other Pupils,1609,46.5,0.04
E09000022,Lambeth,2017/18,2017,2017,Boys,All other Pupils,818,43.9,-0.25
E09000022,Lambeth,2017/18,2017,2017,Girls ,All other Pupils,791,49.3,0.34
E09000022,Lambeth,2017/18,2017,2017,Boys,All Pupils,1073,41.9,-0.34
E09000022,Lambeth,2017/18,2017,2017,Girls ,All Pupils,1041,47.4,0.24
E09000022,Lambeth,2017/18,2017,2017,All,All Pupils ,2114,44.6,-0.05
E09000022,Lambeth,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,505,38.4,-0.34
E09000022,Lambeth,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,255,35.6,-0.6
E09000022,Lambeth,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,250,41.2,-0.08
E09000023,Lewisham,2017/18,2017,2017,All,All other Pupils,1724,46.9,-0.11
E09000023,Lewisham,2017/18,2017,2017,Boys,All other Pupils,858,44.1,-0.35
E09000023,Lewisham,2017/18,2017,2017,Girls ,All other Pupils,866,49.7,0.14
E09000023,Lewisham,2017/18,2017,2017,Boys,All Pupils,1046,41.8,-0.45
E09000023,Lewisham,2017/18,2017,2017,Girls ,All Pupils,1058,47.9,0.02
E09000023,Lewisham,2017/18,2017,2017,All,All Pupils ,2104,44.9,-0.22
E09000023,Lewisham,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,380,35.4,-0.71
E09000023,Lewisham,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,188,31.3,-0.93
E09000023,Lewisham,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,192,39.4,-0.5
E09000024,Merton,2017/18,2017,2017,All,All other Pupils,1174,51.7,0.52
E09000024,Merton,2017/18,2017,2017,Boys,All other Pupils,604,49.6,0.31
E09000024,Merton,2017/18,2017,2017,Girls ,All other Pupils,570,54,0.73
E09000024,Merton,2017/18,2017,2017,Boys,All Pupils,721,47.4,0.24
E09000024,Merton,2017/18,2017,2017,Girls ,All Pupils,683,52.2,0.65
E09000024,Merton,2017/18,2017,2017,All,All Pupils ,1404,49.7,0.44
E09000024,Merton,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,230,39.6,0.08
E09000024,Merton,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,117,36.3,-0.14
E09000024,Merton,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,113,43.1,0.29
E09000025,Newham,2017/18,2017,2017,All,All other Pupils,3093,50.3,0.44
E09000025,Newham,2017/18,2017,2017,Boys,All other Pupils,1538,47.6,0.2
E09000025,Newham,2017/18,2017,2017,Girls ,All other Pupils,1555,53,0.67
E09000025,Newham,2017/18,2017,2017,Boys,All Pupils,1869,46,0.08
E09000025,Newham,2017/18,2017,2017,Girls ,All Pupils,1876,51.4,0.55
E09000025,Newham,2017/18,2017,2017,All,All Pupils ,3745,48.7,0.32
E09000025,Newham,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,652,41.2,-0.23
E09000025,Newham,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,331,38.9,-0.44
E09000025,Newham,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,321,43.6,-0.01
E09000026,Redbridge,2017/18,2017,2017,All,All other Pupils,2955,54.5,0.51
E09000026,Redbridge,2017/18,2017,2017,Boys,All other Pupils,1563,52.1,0.3
E09000026,Redbridge,2017/18,2017,2017,Girls ,All other Pupils,1392,57.1,0.75
E09000026,Redbridge,2017/18,2017,2017,Boys,All Pupils,1839,50.6,0.25
E09000026,Redbridge,2017/18,2017,2017,Girls ,All Pupils,1669,55.7,0.72
E09000026,Redbridge,2017/18,2017,2017,All,All Pupils ,3508,53.1,0.47
E09000026,Redbridge,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,553,45.5,0.25
E09000026,Redbridge,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,276,42.3,-0.05
E09000026,Redbridge,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,277,48.7,0.55
E09000027,Richmond upon Thames,2017/18,2017,2017,All,All other Pupils,1326,53.3,0.23
E09000027,Richmond upon Thames,2017/18,2017,2017,Boys,All other Pupils,653,51.4,0.03
E09000027,Richmond upon Thames,2017/18,2017,2017,Girls ,All other Pupils,673,55.3,0.43
E09000027,Richmond upon Thames,2017/18,2017,2017,Boys,All Pupils,729,49.9,-0.04
E09000027,Richmond upon Thames,2017/18,2017,2017,Girls ,All Pupils,750,53.4,0.32
E09000027,Richmond upon Thames,2017/18,2017,2017,All,All Pupils ,1479,51.7,0.14
E09000027,Richmond upon Thames,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,153,37.5,-0.57
E09000027,Richmond upon Thames,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,76,37.6,-0.6
E09000027,Richmond upon Thames,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,77,37.4,-0.55
E09000028,Southwark,2017/18,2017,2017,All,All other Pupils,1736,53,0.43
E09000028,Southwark,2017/18,2017,2017,Boys,All other Pupils,854,51.4,0.25
E09000028,Southwark,2017/18,2017,2017,Girls ,All other Pupils,882,54.5,0.6
E09000028,Southwark,2017/18,2017,2017,Boys,All Pupils,1178,48.3,0.11
E09000028,Southwark,2017/18,2017,2017,Girls ,All Pupils,1208,52,0.49
E09000028,Southwark,2017/18,2017,2017,All,All Pupils ,2386,50.2,0.3
E09000028,Southwark,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,650,42.6,-0.02
E09000028,Southwark,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,324,40.1,-0.25
E09000028,Southwark,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,326,45.2,0.21
E09000029,Sutton,2017/18,2017,2017,All,All other Pupils,2448,60.3,0.48
E09000029,Sutton,2017/18,2017,2017,Boys,All other Pupils,1256,59.7,0.36
E09000029,Sutton,2017/18,2017,2017,Girls ,All other Pupils,1192,60.9,0.61
E09000029,Sutton,2017/18,2017,2017,Boys,All Pupils,1392,57.3,0.25
E09000029,Sutton,2017/18,2017,2017,Girls ,All Pupils,1327,59,0.53
E09000029,Sutton,2017/18,2017,2017,All,All Pupils ,2719,58.1,0.39
E09000029,Sutton,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,271,38.3,-0.44
E09000029,Sutton,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,136,34.4,-0.79
E09000029,Sutton,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,135,42.2,-0.11
E09000030,Tower Hamlets,2017/18,2017,2017,All,All other Pupils,1589,48.5,0.22
E09000030,Tower Hamlets,2017/18,2017,2017,Boys,All other Pupils,777,46.1,-0.01
E09000030,Tower Hamlets,2017/18,2017,2017,Girls ,All other Pupils,812,50.8,0.44
E09000030,Tower Hamlets,2017/18,2017,2017,Boys,All Pupils,1330,43.6,-0.12
E09000030,Tower Hamlets,2017/18,2017,2017,Girls ,All Pupils,1391,49.8,0.39
E09000030,Tower Hamlets,2017/18,2017,2017,All,All Pupils ,2721,46.8,0.15
E09000030,Tower Hamlets,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,1132,44.3,0.04
E09000030,Tower Hamlets,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,553,40.1,-0.26
E09000030,Tower Hamlets,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,579,48.4,0.34
E09000031,Waltham Forest,2017/18,2017,2017,All,All other Pupils,2098,46.9,0.25
E09000031,Waltham Forest,2017/18,2017,2017,Boys,All other Pupils,1034,43.7,0
E09000031,Waltham Forest,2017/18,2017,2017,Girls ,All other Pupils,1064,50,0.49
E09000031,Waltham Forest,2017/18,2017,2017,Boys,All Pupils,1218,42.9,-0.05
E09000031,Waltham Forest,2017/18,2017,2017,Girls ,All Pupils,1266,49.1,0.45
E09000031,Waltham Forest,2017/18,2017,2017,All,All Pupils ,2484,46.1,0.21
E09000031,Waltham Forest,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,386,41.5,-0.01
E09000031,Waltham Forest,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,184,38.2,-0.3
E09000031,Waltham Forest,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,202,44.6,0.26
E09000032,Wandsworth,2017/18,2017,2017,All,All other Pupils,1463,52.1,0.34
E09000032,Wandsworth,2017/18,2017,2017,Boys,All other Pupils,772,50.2,0.19
E09000032,Wandsworth,2017/18,2017,2017,Girls ,All other Pupils,691,54.2,0.51
E09000032,Wandsworth,2017/18,2017,2017,Boys,All Pupils,891,48.9,0.15
E09000032,Wandsworth,2017/18,2017,2017,Girls ,All Pupils,816,52.9,0.46
E09000032,Wandsworth,2017/18,2017,2017,All,All Pupils ,1707,50.8,0.3
E09000032,Wandsworth,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,244,42.9,0.08
E09000032,Wandsworth,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,119,40.3,-0.09
E09000032,Wandsworth,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,125,45.4,0.24
E09000033,Westminster,2017/18,2017,2017,All,All other Pupils,1110,54.7,0.5
E09000033,Westminster,2017/18,2017,2017,Boys,All other Pupils,531,49.6,0.16
E09000033,Westminster,2017/18,2017,2017,Girls ,All other Pupils,579,59.3,0.81
E09000033,Westminster,2017/18,2017,2017,Boys,All Pupils,743,48,0.13
E09000033,Westminster,2017/18,2017,2017,Girls ,All Pupils,752,57.8,0.81
E09000033,Westminster,2017/18,2017,2017,All,All Pupils ,1495,52.9,0.47
E09000033,Westminster,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,385,47.8,0.4
E09000033,Westminster,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,212,43.8,0.05
E09000033,Westminster,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,173,52.6,0.82
E09000002,Barking and Dagenham,2018/19,2018,2018,All,All other Pupils,1943,47.8,0.23
E09000002,Barking and Dagenham,2018/19,2018,2018,Boys,All other Pupils,1007,45.2,0.02
E09000002,Barking and Dagenham,2018/19,2018,2018,Girls ,All other Pupils,687,54.9,0.51
E09000002,Barking and Dagenham,2018/19,2018,2018,All,All Pupils,2353,46.4,0.16
E09000002,Barking and Dagenham,2018/19,2018,2018,Boys,All Pupils,1245,43.7,-0.06
E09000002,Barking and Dagenham,2018/19,2018,2018,Girls ,All Pupils,1108,49.4,0.4
E09000002,Barking and Dagenham,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,410,39.5,-0.15
E09000002,Barking and Dagenham,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,238,37.4,-0.37
E09000002,Barking and Dagenham,2018/19,2018,2018,Girls ,Pupils known to be eligible for free school meals,172,42.3,0.15
E09000003,Barnet,2018/19,2018,2018,All,All other Pupils,3326,58.9,0.64
E09000003,Barnet,2018/19,2018,2018,Boys,All other Pupils,1711,57.2,0.43
E09000003,Barnet,2018/19,2018,2018,Girls ,All other Pupils,802,54.8,0.72
E09000003,Barnet,2018/19,2018,2018,All,All Pupils,3804,57.1,0.57
E09000003,Barnet,2018/19,2018,2018,Boys,All Pupils,1986,54.9,0.35
E09000003,Barnet,2018/19,2018,2018,Girls ,All Pupils,1818,59.4,0.82
E09000003,Barnet,2018/19,2018,2018,All,Pupils known to be eligible for free school meals,478,44.2,0.09
E09000003,Barnet,2018/19,2018,2018,Boys,Pupils known to be eligible for free school meals,275,40.5,-0.18
